instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,datetime,sin_hour,cos_hour,sin_month,cos_month
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,27,2011-10-07,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,5,2011-10-07,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,10,2011-10-07,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,5,2011-10-07,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,28,2011-10-07,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,67,2011-10-07,0.0,1.0,-0.5406408174555976,0.8412535328311812
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,174,2011-10-07,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,465,2011-10-08,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,496,2011-10-08,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,451,2011-10-08,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,393,2011-10-08,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,485,2011-10-08,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,248,2011-10-08,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,202,2011-10-08,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,187,2011-10-08,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,149,2011-10-08,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,359,2011-10-08,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,446,2011-10-08,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,142,2011-10-08,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,337,2011-10-08,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,89,2011-10-08,0.0,1.0,-0.5406408174555976,0.8412535328311812
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,65,2011-10-08,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,45,2011-10-08,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,20,2011-10-08,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,10,2011-10-08,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,397,2011-10-08,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,22,2011-10-08,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,73,2011-10-08,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,103,2011-10-08,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,217,2011-10-08,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,8,2011-10-08,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,152,2011-10-09,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,173,2011-10-09,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,193,2011-10-09,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,302,2011-10-09,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,414,2011-10-09,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,438,2011-10-09,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,470,2011-10-09,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,407,2011-10-09,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,500,2011-10-09,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,418,2011-10-09,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,455,2011-10-09,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,123,2011-10-09,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,365,2011-10-09,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,129,2011-10-09,0.0,1.0,-0.5406408174555976,0.8412535328311812
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,78,2011-10-09,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,55,2011-10-09,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,30,2011-10-09,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,14,2011-10-09,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,423,2011-10-09,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,21,2011-10-09,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,44,2011-10-09,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,107,2011-10-09,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,185,2011-10-09,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,15,2011-10-09,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,365,2011-10-10,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,370,2011-10-10,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,384,2011-10-10,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,402,2011-10-10,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,459,2011-10-10,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6678,2011-10-10,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,336,2011-10-10,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,225,2011-10-10,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6680,2011-10-10,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,175,2011-10-10,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6681,2011-10-10,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,126,2011-10-10,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,365,2011-10-10,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,473,2011-10-10,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6682,2011-10-10,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,75,2011-10-10,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,322,2011-10-10,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,219,2011-10-10,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,265,2011-10-10,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,53,2011-10-10,0.0,1.0,-0.5406408174555976,0.8412535328311812
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,34,2011-10-10,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,19,2011-10-10,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,11,2011-10-10,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,21,2011-10-10,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,44,2011-10-10,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,114,2011-10-10,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,254,2011-10-10,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,6,2011-10-10,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6706,2011-10-11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,57,2011-10-11,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6696,2011-10-11,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,180,2011-10-11,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6697,2011-10-11,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,171,2011-10-11,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6698,2011-10-11,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,175,2011-10-11,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6699,2011-10-11,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,320,2011-10-11,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6702,2011-10-11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,318,2011-10-11,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6701,2011-10-11,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,539,2011-10-11,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6703,2011-10-11,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,234,2011-10-11,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6704,2011-10-11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,175,2011-10-11,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6695,2011-10-11,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,181,2011-10-11,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6700,2011-10-11,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,604,2011-10-11,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6705,2011-10-11,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,147,2011-10-11,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6694,2011-10-11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,123,2011-10-11,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6692,2011-10-11,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0.0,235,2011-10-11,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6683,2011-10-11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.0,30,2011-10-11,0.0,1.0,-0.5406408174555976,0.8412535328311812
6684,2011-10-11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,11,2011-10-11,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6685,2011-10-11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,5,2011-10-11,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,3,2011-10-11,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6693,2011-10-11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,149,2011-10-11,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6688,2011-10-11,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0.0,20,2011-10-11,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6689,2011-10-11,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,123,2011-10-11,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6690,2011-10-11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,352,2011-10-11,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6691,2011-10-11,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,406,2011-10-11,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6687,2011-10-11,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,5,2011-10-11,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6721,2011-10-12,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,78,2011-10-12,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6730,2011-10-12,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,54,2011-10-12,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6729,2011-10-12,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,43,2011-10-12,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,83,2011-10-12,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6727,2011-10-12,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,90,2011-10-12,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6726,2011-10-12,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,109,2011-10-12,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6725,2011-10-12,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,172,2011-10-12,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6724,2011-10-12,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,251,2011-10-12,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6723,2011-10-12,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,55,2011-10-12,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6722,2011-10-12,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,45,2011-10-12,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6720,2011-10-12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,101,2011-10-12,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6719,2011-10-12,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,62,2011-10-12,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6707,2011-10-12,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,25,2011-10-12,0.0,1.0,-0.5406408174555976,0.8412535328311812
6718,2011-10-12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,120,2011-10-12,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6708,2011-10-12,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,10,2011-10-12,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6709,2011-10-12,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,2,2011-10-12,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6711,2011-10-12,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,7,2011-10-12,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6712,2011-10-12,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,22,2011-10-12,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6710,2011-10-12,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,2,2011-10-12,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6714,2011-10-12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,259,2011-10-12,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6715,2011-10-12,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,404,2011-10-12,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6716,2011-10-12,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,197,2011-10-12,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6717,2011-10-12,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,113,2011-10-12,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6713,2011-10-12,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,112,2011-10-12,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6748,2011-10-13,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,479,2011-10-13,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
6745,2011-10-13,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,133,2011-10-13,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6746,2011-10-13,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,155,2011-10-13,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6747,2011-10-13,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,276,2011-10-13,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6749,2011-10-13,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,268,2011-10-13,-0.979084087682323,0.2034560130526333,-0.5406408174555976,0.8412535328311812
6744,2011-10-13,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,162,2011-10-13,-0.39840108984624156,-0.9172113015054529,-0.5406408174555976,0.8412535328311812
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,181,2011-10-13,-0.730835964278124,0.6825531432186542,-0.5406408174555976,0.8412535328311812
6752,2011-10-13,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,123,2011-10-13,-0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6753,2011-10-13,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,114,2011-10-13,-0.2697967711570252,0.962917287347799,-0.5406408174555976,0.8412535328311812
6754,2011-10-13,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,47,2011-10-13,-2.4492935982947064e-16,1.0,-0.5406408174555976,0.8412535328311812
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,205,2011-10-13,-0.8878852184023756,0.4600650377311516,-0.5406408174555976,0.8412535328311812
6743,2011-10-13,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0.0,105,2011-10-13,-0.1361666490962464,-0.9906859460363308,-0.5406408174555976,0.8412535328311812
6731,2011-10-13,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,15,2011-10-13,0.0,1.0,-0.5406408174555976,0.8412535328311812
6741,2011-10-13,4,0,10,10,0,4,1,3,0.56,0.5303,1.0,0.1343,69,2011-10-13,0.3984010898462414,-0.917211301505453,-0.5406408174555976,0.8412535328311812
6740,2011-10-13,4,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,109,2011-10-13,0.631087944326053,-0.7757112907044197,-0.5406408174555976,0.8412535328311812
6739,2011-10-13,4,0,10,8,0,4,1,3,0.54,0.5152,1.0,0.0896,209,2011-10-13,0.8169698930104421,-0.5766803221148671,-0.5406408174555976,0.8412535328311812
6738,2011-10-13,4,0,10,7,0,4,1,3,0.54,0.5152,1.0,0.1343,81,2011-10-13,0.9422609221188205,-0.33487961217098616,-0.5406408174555976,0.8412535328311812
6737,2011-10-13,4,0,10,6,0,4,1,3,0.54,0.5152,1.0,0.0896,52,2011-10-13,0.9976687691905392,-0.06824241336467088,-0.5406408174555976,0.8412535328311812
6736,2011-10-13,4,0,10,5,0,4,1,2,0.54,0.5152,1.0,0.1045,17,2011-10-13,0.9790840876823229,0.20345601305263375,-0.5406408174555976,0.8412535328311812
6735,2011-10-13,4,0,10,4,0,4,1,2,0.54,0.5152,1.0,0.1045,7,2011-10-13,0.8878852184023752,0.4600650377311522,-0.5406408174555976,0.8412535328311812
6734,2011-10-13,4,0,10,3,0,4,1,2,0.54,0.5152,1.0,0.194,6,2011-10-13,0.730835964278124,0.6825531432186541,-0.5406408174555976,0.8412535328311812
6733,2011-10-13,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0.0,4,2011-10-13,0.5195839500354336,0.8544194045464886,-0.5406408174555976,0.8412535328311812
6732,2011-10-13,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0.0,12,2011-10-13,0.2697967711570243,0.9629172873477994,-0.5406408174555976,0.8412535328311812
6742,2011-10-13,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.0,84,2011-10-13,0.1361666490962471,-0.9906859460363306,-0.5406408174555976,0.8412535328311812
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,156,2011-10-14,-0.6310879443260528,-0.7757112907044198,-0.5406408174555976,0.8412535328311812
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,230,2011-10-14,-0.816969893010442,-0.5766803221148672,-0.5406408174555976,0.8412535328311812
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,344,2011-10-14,-0.9422609221188204,-0.3348796121709864,-0.5406408174555976,0.8412535328311812
6772,2011-10-14,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,481,2011-10-14,-0.9976687691905393,-0.06824241336467046,-0.5406408174555976,0.8412535328311812
