,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
6909,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,199
6910,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,164
6911,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,155
6912,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,160
6913,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,234
6914,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,494
6915,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,469
6916,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,298
6917,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,241
6918,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,165
6919,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,128
6920,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,90
6921,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,50
6922,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,26
6923,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,18
6924,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,7
6925,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,6
6926,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,31
6927,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,85
6928,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,233
6929,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,402
6930,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,222
6931,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,138
6932,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,174
6933,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,240
6934,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,206
6935,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,198
6936,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,235
6937,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,302
6938,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,524
6939,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,397
6940,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,253
6941,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,184
6942,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,143
6943,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,113
6944,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,117
6945,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,96
6946,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,70
6947,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,31
6948,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,20
6949,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,8
6950,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,8
6951,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,18
6952,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,57
6953,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,114
6954,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,169
6955,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,236
6956,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,282
6957,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,343
6958,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,322
6959,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,310
6960,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,382
6961,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,359
6962,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,360
6963,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,335
6964,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,220
6965,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,159
6966,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,157
6967,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,144
6968,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,108
6969,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,88
6970,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,71
6971,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,50
6972,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,46
6973,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,6
6974,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,3
6975,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,12
6976,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,21
6977,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,88
6978,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,143
6979,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,289
6980,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,333
6981,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,413
6982,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,415
6983,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,408
6984,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,387
6985,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,405
6986,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,340
6987,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,284
6988,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,193
6989,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,144
6990,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,99
6991,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,94
6992,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,49
6993,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,32
6994,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,15
6995,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,7
6996,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,4
6997,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,6
6998,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,21
6999,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,86
7000,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,285
7001,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,398
7002,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,195
7003,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,129
7004,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,168
7005,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,220
7006,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,198
7007,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,206
7008,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,177
7009,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,310
7010,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,614
7011,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,486
7012,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,237
7013,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,129
7014,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,126
7015,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,79
7016,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,59
7017,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,30
7018,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,11
7019,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,5
7020,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,4
7021,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,5
7022,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,24
7023,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,98
7024,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,314
7025,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,408
7026,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223
7027,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,128
7028,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,166
7029,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,200
7030,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,198
7031,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,200
7032,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,234
7033,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,285
7034,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,585
7035,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,518
7036,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,338
7037,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,248
7038,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,201
7039,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,170
7040,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,94
7041,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,32
7042,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,12
7043,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,3
7044,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,3
7045,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,5
7046,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,21
7047,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,92
7048,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,299
7049,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,464
7050,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,240
7051,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,131
7052,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,155
7053,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,194
7054,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,82
7055,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,66
7056,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,70
7057,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,213
7058,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,454
7059,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,453
7060,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,331
7061,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,207
7062,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,157
7063,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,135
7064,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,75
7065,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,26
7066,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,11
7067,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,8
7068,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,4
7069,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,4
7070,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,15
7071,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,46
7072,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,137
7073,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,316
7074,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,171
7075,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,62
7076,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,52
7077,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,53
7078,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,74
7079,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,92
7080,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,107
7081,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,207
7082,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,322
7083,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,240
7084,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,219
7085,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,182
7086,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,132
7087,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,111
7088,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,68
7089,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,44
7090,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,16
7091,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,4
7092,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,8
7093,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,10
7094,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,25
7095,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,75
7096,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,205
7097,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,374
7098,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,229
7099,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,130
7100,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,168
7101,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213
7102,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,228
7103,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,185
7104,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,215
7105,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,308
7106,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,446
7107,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,368
7108,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,204
7109,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
7110,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,74
7111,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,36
7112,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,39
7113,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,19
7114,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,18
7115,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,17
7116,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,8
7117,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,1
7118,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,1
7119,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,5
7120,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,7
7121,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,20
7122,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,20
7123,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,12
7124,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,27
7125,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,50
7126,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,30
7127,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,29
7128,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,41
7129,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,22
7130,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,31
7131,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,43
7132,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,39
7133,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,47
7134,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,50
7135,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,54
7136,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,36
7137,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,54
7138,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,43
7139,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,50
7140,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,33
7141,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,11
7142,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,4
7143,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,10
7144,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0.0,22
7145,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,80
7146,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,147
7147,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,178
7148,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,240
7149,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,314
7150,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,345
7151,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,300
7152,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,290
7153,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,320
7154,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,245
7155,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,213
7156,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,153
7157,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0.0,92
7158,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0.0,79
7159,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,71
7160,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,37
7161,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0.0,23
7162,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0.0,13
7163,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0.0,3
7164,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,3
7165,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,6
7166,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0.0,18
7167,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0.0,86
7168,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,227
7169,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,372
7170,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,211
7171,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,105
7172,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,128
7173,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,170
7174,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,152
7175,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,141
7176,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,168
7177,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,272
7178,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,486
7179,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,422
7180,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,238
7181,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,172
7182,4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.194,116
7183,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.194,85
7184,4,0,10,23,0,1,1,2,0.36,0.3485,0.76,0.194,52
7185,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,21
7186,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,11
7187,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,4
7188,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,6
7189,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,8
7190,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,18
7191,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194,93
7192,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,254
7193,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,419
7194,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,222
7195,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,135
7196,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,117
7197,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,176
7198,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,167
7199,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,150
7200,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,186
7201,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,298
7202,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,506
7203,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,460
7204,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,313
7205,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,209
7206,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,127
7207,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,96
7208,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,72
7209,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,19
7210,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,10
7211,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,2
7212,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,2
7213,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,4
7214,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,27
7215,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,92
7216,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,251
7217,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,472
7218,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,228
7219,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,133
7220,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,144
7221,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,189
7222,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,161
7223,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,172
7224,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,187
7225,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,266
7226,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,553
7227,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,479
7228,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,282
7229,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,182
7230,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,168
7231,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,106
7232,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,57
7233,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,31
7234,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,15
7235,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,7
7236,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,5
7237,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,4
7238,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,28
7239,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,99
7240,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,292
7241,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,402
7242,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.194,164
7243,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,110
7244,4,0,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,120
7245,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,179
7246,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,169
7247,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,152
7248,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,162
7249,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,267
7250,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,498
7251,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,433
7252,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,252
7253,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,209
7254,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,144
7255,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,137
7256,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,95
7257,4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0.0,43
7258,4,0,11,1,0,5,1,2,0.4,0.4091,0.82,0.0,17
7259,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0.0,10
7260,4,0,11,3,0,5,1,2,0.38,0.3939,0.87,0.1642,8
7261,4,0,11,4,0,5,1,2,0.38,0.3939,0.87,0.0896,7
7262,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0.0,23
7263,4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,66
7264,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239,245
7265,4,0,11,8,0,5,1,2,0.4,0.4091,0.87,0.3582,395
7266,4,0,11,9,0,5,1,2,0.42,0.4242,0.71,0.4627,254
7267,4,0,11,10,0,5,1,2,0.42,0.4242,0.71,0.3284,134
7268,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,162
7269,4,0,11,12,0,5,1,2,0.48,0.4697,0.55,0.4925,197
