instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,sin_hour,cos_hour,sin_month,cos_month
6994,2011-10-24,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,32,0.0,1.0,-0.8660254037844386,0.5000000000000001
7005,2011-10-24,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,168,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7034,2011-10-25,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,285,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7032,2011-10-25,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,200,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7033,2011-10-25,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,234,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7035,2011-10-25,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,585,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7031,2011-10-25,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,198,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7037,2011-10-25,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,338,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7038,2011-10-25,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,248,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7039,2011-10-25,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,201,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7040,2011-10-25,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,170,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7036,2011-10-25,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,518,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7030,2011-10-25,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,200,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7041,2011-10-25,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,94,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7028,2011-10-25,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,128,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7018,2011-10-25,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,30,0.0,1.0,-0.8660254037844386,0.5000000000000001
7019,2011-10-25,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,11,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7020,2011-10-25,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,5,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7021,2011-10-25,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,4,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7022,2011-10-25,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,5,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7029,2011-10-25,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,166,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7024,2011-10-25,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,98,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7025,2011-10-25,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,314,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7026,2011-10-25,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,408,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7027,2011-10-25,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7023,2011-10-25,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,24,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7056,2011-10-26,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,66,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7057,2011-10-26,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,70,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7058,2011-10-26,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,213,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7059,2011-10-26,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,454,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7060,2011-10-26,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,453,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7062,2011-10-26,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,207,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7063,2011-10-26,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,157,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7064,2011-10-26,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,135,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7065,2011-10-26,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,75,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7055,2011-10-26,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,82,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7061,2011-10-26,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,331,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7054,2011-10-26,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,194,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7053,2011-10-26,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,155,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7052,2011-10-26,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,131,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7043,2011-10-26,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,12,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7044,2011-10-26,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,3,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7045,2011-10-26,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,3,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7046,2011-10-26,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,5,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7042,2011-10-26,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,32,0.0,1.0,-0.8660254037844386,0.5000000000000001
7048,2011-10-26,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,92,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7049,2011-10-26,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,299,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7050,2011-10-26,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,464,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7051,2011-10-26,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,240,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7047,2011-10-26,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,21,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7079,2011-10-27,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,74,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7088,2011-10-27,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,111,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7087,2011-10-27,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,132,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7086,2011-10-27,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,182,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7085,2011-10-27,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,219,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7084,2011-10-27,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,240,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7083,2011-10-27,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,322,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7082,2011-10-27,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,207,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7081,2011-10-27,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,107,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7080,2011-10-27,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,92,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7078,2011-10-27,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,53,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7089,2011-10-27,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,68,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7076,2011-10-27,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,62,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7066,2011-10-27,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,26,0.0,1.0,-0.8660254037844386,0.5000000000000001
7067,2011-10-27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,11,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7068,2011-10-27,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,8,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7069,2011-10-27,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,4,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7070,2011-10-27,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,4,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7077,2011-10-27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,52,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7072,2011-10-27,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,46,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7073,2011-10-27,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,137,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7074,2011-10-27,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,316,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7075,2011-10-27,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,171,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7071,2011-10-27,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,15,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7103,2011-10-28,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,228,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7112,2011-10-28,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,36,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7111,2011-10-28,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,74,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7110,2011-10-28,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7109,2011-10-28,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,204,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7108,2011-10-28,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,368,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7107,2011-10-28,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,446,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7106,2011-10-28,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,308,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7105,2011-10-28,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,215,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7104,2011-10-28,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,185,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7102,2011-10-28,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7113,2011-10-28,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,39,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7100,2011-10-28,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,130,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7090,2011-10-28,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,44,0.0,1.0,-0.8660254037844386,0.5000000000000001
7091,2011-10-28,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,16,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7092,2011-10-28,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,4,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7093,2011-10-28,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,8,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7094,2011-10-28,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,10,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7101,2011-10-28,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,168,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7096,2011-10-28,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,75,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7097,2011-10-28,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,205,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7098,2011-10-28,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,374,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7099,2011-10-28,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,229,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7095,2011-10-28,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,25,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7127,2011-10-29,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,30,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7128,2011-10-29,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,29,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7129,2011-10-29,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,41,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7130,2011-10-29,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,22,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7131,2011-10-29,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,31,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7133,2011-10-29,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,39,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7134,2011-10-29,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,47,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7135,2011-10-29,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,50,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7136,2011-10-29,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,54,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7126,2011-10-29,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,50,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7132,2011-10-29,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,43,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7137,2011-10-29,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,36,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7125,2011-10-29,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,27,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7123,2011-10-29,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,20,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7122,2011-10-29,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,20,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7121,2011-10-29,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,7,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7120,2011-10-29,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,5,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7119,2011-10-29,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,1,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7118,2011-10-29,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,1,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7117,2011-10-29,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,8,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7116,2011-10-29,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,17,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7115,2011-10-29,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,18,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,19,0.0,1.0,-0.8660254037844386,0.5000000000000001
7124,2011-10-29,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,12,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7152,2011-10-30,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,300,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7153,2011-10-30,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,290,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7154,2011-10-30,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,320,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7155,2011-10-30,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,245,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7151,2011-10-30,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,345,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7157,2011-10-30,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,153,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7158,2011-10-30,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0.0,92,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7159,2011-10-30,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0.0,79,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7160,2011-10-30,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,71,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7156,2011-10-30,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,213,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7150,2011-10-30,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,314,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7161,2011-10-30,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,37,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7148,2011-10-30,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,178,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7138,2011-10-30,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,54,0.0,1.0,-0.8660254037844386,0.5000000000000001
7139,2011-10-30,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,43,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7140,2011-10-30,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,50,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7141,2011-10-30,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,33,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7142,2011-10-30,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,11,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7149,2011-10-30,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,240,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7144,2011-10-30,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,10,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7145,2011-10-30,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0.0,22,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7146,2011-10-30,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,80,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7147,2011-10-30,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,147,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7143,2011-10-30,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,4,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7184,2011-10-31,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.194,85,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7183,2011-10-31,4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.194,116,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7182,2011-10-31,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,172,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7181,2011-10-31,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,238,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7180,2011-10-31,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,422,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7179,2011-10-31,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,486,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7178,2011-10-31,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,272,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7177,2011-10-31,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,168,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7176,2011-10-31,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,141,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7175,2011-10-31,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,152,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7174,2011-10-31,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,170,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7185,2011-10-31,4,0,10,23,0,1,1,2,0.36,0.3485,0.76,0.194,52,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7172,2011-10-31,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,105,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7162,2011-10-31,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0.0,23,0.0,1.0,-0.8660254037844386,0.5000000000000001
7163,2011-10-31,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0.0,13,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7164,2011-10-31,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0.0,3,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7165,2011-10-31,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,3,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,6,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7173,2011-10-31,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,128,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7168,2011-10-31,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0.0,86,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7169,2011-10-31,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,227,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7170,2011-10-31,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,372,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
